FULL VALIDATION MODE: 1978 prompts

=== MiniLM L6 v2 ===  (sentence-transformers/all-MiniLM-L6-v2)
 Loading weights:   0%|          | 0/103 [00:00<?, ?it/s] Loading weights: 100%|██████████| 103/103 [00:00<00:00, 18775.02it/s]
[1mBertModel LOAD REPORT[0m from: sentence-transformers/all-MiniLM-L6-v2
Key                     | Status     |  | 
------------------------+------------+--+-
embeddings.position_ids | UNEXPECTED |  | 

Notes:
- UNEXPECTED:	can be ignored when loading from different task/architecture; not ok if you expect identical arch.
  load       : 3.1s
  encode 1978 prompts: 3202ms total, 1.6ms/prompt   dim=384
  cos same-domain pairs: mean=0.389  diff-domain: mean=0.044  separation Δ=0.345

--- MiniLM head predictions ---
prompt                                               | top-1 (score)        | target ok?
Lily has 5 lottery tickets to sell.  She sells the   | reasoning          1.00 | ✗ (target=math)
John puts $25 in his piggy bank every month for 2    | reasoning          1.00 | ✗ (target=math)
Ping pong balls sell for $.10 each.  Johnny buys 1   | reasoning          1.00 | ✗ (target=math)
John orders food for a massive restaurant.  He ord   | reasoning          1.00 | ✗ (target=math)
The owner of a Turkish restaurant wanted to prepar   | reasoning          1.00 | ✗ (target=math)
Nadia walked 18 kilometers, which was twice as far   | reasoning          1.00 | ✗ (target=math)
Eve wants to buy her 3 nieces cooking gear that's    | reasoning          0.99 | ✗ (target=math)
It is recommended that men should consume no more    | reasoning          1.00 | ✗ (target=math)
Jeanne wants to ride the Ferris wheel, the roller    | reasoning          1.00 | ✗ (target=math)
Dean ordered 2 large pizzas that were each cut int   | reasoning          1.00 | ✗ (target=math)
Jeff committed to run for an hour a day during wee   | reasoning          1.00 | ✗ (target=math)
James creates a media empire.  He creates a movie    | reasoning          1.00 | ✗ (target=math)
Herman likes to feed the birds in December, Januar   | reasoning          1.00 | ✗ (target=math)
During the holidays, Lance works as a merchandiser   | reasoning          1.00 | ✗ (target=math)
Nadia was sent to the flower shop to buy 20 roses    | math               1.00 | ✓
To let Ruth know how long her fish will live, her    | lua-upy            1.00 | ✗ (target=math)
Last year Dallas was 3 times the age of his sister   | reasoning          1.00 | ✗ (target=math)
Mike can type 65 words per minute. Due to a minor    | typescript         1.00 | ✗ (target=math)
Catriona has 8 goldfish in her aquarium. She has 4   | reasoning          1.00 | ✗ (target=math)
Abe finds 4 ants on the sidewalk.  Beth sees 50% m   | reasoning          1.00 | ✗ (target=math)
At a garage sale, Tish bought 4 items: a red horse   | lua-upy            1.00 | ✗ (target=math)
Betty is saving money for a new wallet which costs   | reasoning          1.00 | ✗ (target=math)
Stella and Twinkle are filling up a truck with a c   | reasoning          1.00 | ✗ (target=math)
Teddy has 7 dogs and 8 cats. Ben has 9 more dogs t   | reasoning          1.00 | ✗ (target=math)
Tony has to run several errands in a day.  He need   | reasoning          1.00 | ✗ (target=math)
Chang's Garden has two kinds of apples. Sweet ones   | reasoning          1.00 | ✗ (target=math)
Bella bought stamps at the post office. Some of th   | reasoning          1.00 | ✗ (target=math)
Cary is an engineer in charge of designing an irri   | reasoning          1.00 | ✗ (target=math)
John drinks 2 energy drinks. 1 of them is a 12-oun   | reasoning          1.00 | ✗ (target=math)
Sam memorized six more digits of pi than Carlos me   | reasoning          1.00 | ✗ (target=math)
A store sells 20 packets of 100 grams of sugar eve   | reasoning          1.00 | ✗ (target=math)
The town’s annual budget totals $32 million. If ha   | reasoning          1.00 | ✗ (target=math)
A library cabinet houses five ancient scrolls. The   | math               1.00 | ✓
In a northwestern town, it rained 4 inches per day   | reasoning          1.00 | ✗ (target=math)
Utopia National Park hosted 30,000 elephants on Fr   | reasoning          1.00 | ✗ (target=math)
Julia has $40. She spends half of her money to buy   | reasoning          1.00 | ✗ (target=math)
Faith went to a baking shop and bought flour that    | reasoning          1.00 | ✗ (target=math)
Valerie needs to put stamps on the envelopes she i   | reasoning          1.00 | ✗ (target=math)
At a roller derby, 4 teams are competing. Each tea   | reasoning          1.00 | ✗ (target=math)
Julia is performing in her high school musical thi   | reasoning          1.00 | ✗ (target=math)
Michael has a lot of matchsticks at home and decid   | reasoning          1.00 | ✗ (target=math)
Ronald can grill 15 hamburgers per session on his    | reasoning          1.00 | ✗ (target=math)
Patrick is half the age of his elder brother Rober   | reasoning          1.00 | ✗ (target=math)
Patsy is gearing up for this weekend’s graduation.   | reasoning          1.00 | ✗ (target=math)
Rachel and Sara want to attend a beauty and modeli   | reasoning          1.00 | ✗ (target=math)
Lavinia’s daughter is 10 years younger than Katie’   | reasoning          1.00 | ✗ (target=math)
Mike and Ted planted tomatoes.  In the morning, Mi   | reasoning          1.00 | ✗ (target=math)
Brandon sold 86 geckos last year. He sold twice th   | reasoning          1.00 | ✗ (target=math)
Larry and Barry want to pick apples out of the tre   | reasoning          1.00 | ✗ (target=math)
Alexis is applying for a new job and bought a new    | kicad-pcb          1.00 | ✗ (target=math)
The age difference between Asaf and Alexander's ag   | reasoning          1.00 | ✗ (target=math)
Randy has $30. He spent $10 buying his lunch. He s   | reasoning          1.00 | ✗ (target=math)
Joy is winding balls of yarn for her cat to play w   | reasoning          1.00 | ✗ (target=math)
While cultivating a small farm, a farmer spent $50   | reasoning          1.00 | ✗ (target=math)
A package of candy has 3 servings with 120 calorie   | reasoning          1.00 | ✗ (target=math)
If seven more rabbits are added to the thirteen in   | reasoning          1.00 | ✗ (target=math)
In a compound, the number of cats is 20% less than   | math               1.00 | ✓
Basil gets 1/2 of a  dog cookie in the morning and   | reasoning          1.00 | ✗ (target=math)
James takes 20 units per semester at community col   | reasoning          1.00 | ✗ (target=math)
An auto shop has a part that Clark needs for $80.    | reasoning          1.00 | ✗ (target=math)
Jay & Gloria were hosting a 4th of July party at t   | reasoning          1.00 | ✗ (target=math)
A year ago, the total cost of buying a lawnmower w   | reasoning          1.00 | ✗ (target=math)
James buys 3 CDs.  Two of them are 1.5 hours each.   | reasoning          1.00 | ✗ (target=math)
In a classroom, 10 children have 7 books each. The   | reasoning          1.00 | ✗ (target=math)
There are six unicorns in the Enchanted Forest. Ev   | reasoning          1.00 | ✗ (target=math)
An 18-month magazine subscription is normally $34.   | reasoning          0.99 | ✗ (target=math)
Gary manages two Amazon distribution centers. The    | reasoning          1.00 | ✗ (target=math)
Joe plays a soccer tournament with his team. Match   | reasoning          1.00 | ✗ (target=math)
Bianca worked for 12.5 hours last weekend. Celeste   | reasoning          1.00 | ✗ (target=math)
Chad saves 40% of the money he earns/receives in a   | reasoning          1.00 | ✗ (target=math)
Jillian, Savannah, and Clayton were collecting she   | reasoning          1.00 | ✗ (target=math)
TJ ran a 10K race last Saturday. He ran the first    | reasoning          0.99 | ✗ (target=math)
Yolanda leaves home for work at 7:00 AM, riding he   | reasoning          1.00 | ✗ (target=math)
Nate got lost looking for his car in the airport p   | reasoning          1.00 | ✗ (target=math)
Bryan starts exercising at home during quarantine.   | reasoning          1.00 | ✗ (target=math)
Tom Sawyer has tricked his friends into whitewashi   | reasoning          1.00 | ✗ (target=math)
Josh had 100 gummy bear candies. He decided to giv   | reasoning          1.00 | ✗ (target=math)
Michelangelo has 28 ceilings to paint. This week,    | reasoning          1.00 | ✗ (target=math)
Tim's cat bit him.  He decided to get himself and    | reasoning          1.00 | ✗ (target=math)
A couple with two children, ages 6 and 10 years ol   | reasoning          1.00 | ✗ (target=math)
The school band has 30 songs in their repertoire.    | reasoning          0.99 | ✗ (target=math)
A boxer weighs 97 kg at 4 months from a fight. He    | reasoning          1.00 | ✗ (target=math)
Joey studies for his SAT exams 2 hours per night 5   | reasoning          1.00 | ✗ (target=math)
Daniel has a collection of 346 video games. 80 of    | reasoning          1.00 | ✗ (target=math)
The ratio of coins that Elsa has to that which Ama   | reasoning          1.00 | ✗ (target=math)
Ken created a care package to send to his brother,   | reasoning          1.00 | ✗ (target=math)
Miriam spent 30 minutes doing laundry, 15 minutes    | reasoning          1.00 | ✗ (target=math)
Bailey needs to buy 2 new sets of towels for the g   | reasoning          1.00 | ✗ (target=math)
Kimberley, Ela, and Houston all are sent to collec   | reasoning          1.00 | ✗ (target=math)
Gail has two fish tanks. The first tank is twice t   | reasoning          1.00 | ✗ (target=math)
James buys $3000 worth of stuff from Amazon.  He h   | reasoning          1.00 | ✗ (target=math)
Anne's female cat weighs 2 kilograms. Her male cat   | reasoning          1.00 | ✗ (target=math)
John has five more roommates than twice as many as   | reasoning          1.00 | ✗ (target=math)
James decides to replace his car.  He sold his $20   | reasoning          1.00 | ✗ (target=math)
Arnel had ten boxes of pencils with the same numbe   | reasoning          1.00 | ✗ (target=math)
Comment compute eigenvalues d'une matrice 1000x100   | dsp                1.00 | ✗ (target=math)
Maggie picked 40 apples. Kelsey picked 28 apples.    | reasoning          1.00 | ✗ (target=math)
Scarlet saved $80 to spend on jewelry. She bought    | reasoning          1.00 | ✗ (target=math)
Hansel makes $30,000 a year and just received a 10   | reasoning          1.00 | ✗ (target=math)
Tobias is buying a new pair of shoes that costs $9   | reasoning          1.00 | ✗ (target=math)
A family of 12 monkeys collected 10 piles of banan   | reasoning          1.00 | ✗ (target=math)
